DP,DPMP,MPIO_NAREA,AÑO_CREACION
73,73347,322.74343346,1887
73,73349,304.88691225,1643
73,73352,215.18185508,1915
73,73408,271.95447635,1866
73,73411,282.37261191,1887
73,73443,293.34315416,1887
73,73449,202.16042796,1949
73,73461,423.93217667,1985
73,73483,859.83002478,1863
73,73504,953.8043245600001,1843
73,73520,65.01112946000001,1996
73,73547,354.42532016,1887
73,73555,1754.10183146,1966
73,73563,423.01300283,1866
73,73585,402.20480783,1664
73,73616,2046.23379236,1948
73,73622,775.8495285499999,1944
73,73624,739.47619525,1887
73,73671,193.22678055,1969
73,73675,383.40696991,1915
73,73678,412.22622694,1863
73,73686,270.18664067,1904
73,73770,190.07818668,1903
73,73854,197.84640769,1702
73,73861,334.63275703,1789
73,73870,278.8499413,1887
73,73873,430.46301234,1949
76,76001,563.04091967,1536
76,76020,62.35754539,1919
76,76036,110.46041792,1921
76,76041,305.45113843,1925
76,76054,90.79604368,1956
76,76100,743.57207248,1884
76,76109,6292.41025627,1872
76,76111,825.8772487,1555
76,76113,396.78132336,1791
76,76122,166.98368656,1923
76,76126,793.49798184,1939
76,76130,296.47303499,1797
76,76147,248.2239721,1863
76,76233,916.32479573,1918
76,76243,187.81313564,1950
76,76246,214.20335522,1947
76,76248,441.88858289,1864
76,76250,235.41011735,1956
76,76275,401.55021138,1630
76,76306,268.73272309,1954
76,76318,162.4990753,1864
76,76364,628.9643411,1536
76,76377,255.41489424,1913
76,76400,120.87494897,1890
76,76403,264.69779853,1835
76,76497,214.67702708,1928
76,76520,1005.15343961,1824
76,76563,356.73106135,1870
76,76606,136.23201775,1925
76,76616,308.0877961,1923
76,76622,235.72665152,1576
76,76670,202.12860464,1988
76,76736,537.18399278,1914
76,76823,175.7636534,1632
76,76828,307.64209369,1932
76,76834,909.3589722299999,1824
76,76845,41.86087745,1928
76,76863,200.59725955,1909
76,76869,113.7739448,1925
76,76890,327.80054567,1912
76,76892,230.58969895,1864
76,76895,367.93726727,1909
81,81001,5787.99875183,1959
81,81065,3046.7880105,1971
81,81220,5212.56909554,1987
81,81300,1158.59610289,1989
81,81591,2281.46025241,1987
81,81736,945.13607096,1976
81,81794,5418.70888961,1959
85,85001,2482.9386346,1942
85,85010,1442.50730707,1950
85,85015,313.53253909,1959
85,85125,5509.71245948,1959
85,85136,199.89427732,1780
85,85139,3754.54852424,1953
85,85162,779.1724739799999,1960
85,85225,1101.81320304,1748
85,85230,4753.48411814,1845
85,85250,12115.0422166,1974
85,85263,780.47120354,1799
85,85279,181.22675503,1798
85,85300,400.94205826,1965
85,85315,312.23692703,1953
85,85325,2989.69529677,1953
85,85400,1091.2312612,1953
85,85410,2381.67339242,1962
85,85430,2970.22769452,1799
85,85440,833.88943151,1982
86,86001,1304.63788025,1958
86,86219,64.27461837,1989
86,86320,1939.39045513,1978
86,86568,2819.15480478,1967
86,86569,926.46599268,1992
86,86571,4576.59155914,1992
86,86573,10906.8768145,1953
86,86749,97.7346246,1982
86,86755,407.35674102,1989
86,86757,379.74213265,1994
86,86760,341.92381961,1989
86,86865,815.16156252,1985
86,86885,1396.97212975,1977
88,88001,27.13979276,1991
88,88564,22.28445843,1953
91,91001,6182.41656034,1964
91,91263,10897.5467052,1953
91,91405,12726.8679079,1953
91,91407,13668.2148943,1953
91,91430,1432.79497756,1996
91,91460,16867.5325378,1953
91,91530,8494.182493820001,1997
91,91536,13791.3269857,1997
91,91540,1509.20430199,1984
91,91669,14731.0884954,1953
91,91798,9195.877934530001,1953
94,94001,15970.1985917,1974
94,94343,14395.6775467,1988
94,94883,2926.36512082,1988
94,94884,15700.7128072,1988
94,94885,1178.87068633,1988
94,94886,2335.32470461,1988
94,94887,10227.1467844,1988
94,94888,8555.058239260001,1988
95,95001,16768.5151201,1976
95,95015,13556.4152169,1992
95,95025,12442.2257713,1992
95,95200,12808.0770572,1992
97,97001,16215.7372637,1974
97,97161,6368.48641769,1993
97,97511,13993.2505744,1967
97,97666,6510.24656078,1992
97,97777,5551.15354848,1977
97,97889,4660.40564977,1914
99,99001,12204.9514008,1974
99,99524,18569.3376561,2019
99,99624,3691.86919125,2019
99,99773,65597.2123539,1996
